Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.6,3.6,,,3.4,3.8,Gender,Female,C1,T4,HC301,Crude,BOC02,GEN02,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.0,0.0,,,0.0,0.0,Age,18-24,C1,T4,HC301,Crude,BOC03,AGE01,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.2,1.2,,,1.1,1.3,Age,25-44,C1,T4,HC301,Crude,BOC03,AGE04,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),8.2,8.2,,,7.6,8.7,Age,45-64,C1,T4,HC301,Crude,BOC03,AGE05,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),7.6,7.6,,,7.2,8.1,Age,65+,C1,T4,HC301,Crude,BOC03,AGE06,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),7.1,7.1,,,6.6,7.5,Age,35+,C1,T4,HC301,Crude,BOC03,AGE07,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),6.6,6.6,,,6.3,6.9,Age,75+,C1,T4,HC301,Crude,BOC03,AGE08,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.9,5.9,,,5.5,6.3,Overall,Overall,C1,T4,HC301,Crude,BOC01,OVR01,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),9.2,9.2,,,8.6,9.8,Gender,Male,C1,T4,HC301,Crude,BOC02,GEN01,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.7,3.7,,,3.5,3.9,Gender,Female,C1,T4,HC301,Crude,BOC02,GEN02,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.0,0.0,,,0.0,0.0,Age,18-24,C1,T4,HC301,Crude,BOC03,AGE01,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.2,1.2,,,1.1,1.3,Age,25-44,C1,T4,HC301,Crude,BOC03,AGE04,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),8.4,8.4,,,7.9,9.0,Age,45-64,C1,T4,HC301,Crude,BOC03,AGE05,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),7.9,7.9,,,7.4,8.4,Age,65+,C1,T4,HC301,Crude,BOC03,AGE06,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),7.3,7.3,,,6.8,7.8,Age,35+,C1,T4,HC301,Crude,BOC03,AGE07,59,
2006,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),6.7,6.7,,,6.3,7.1,Age,75+,C1,T4,HC301,Crude,BOC03,AGE08,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.0,5.0,,,4.7,5.3,Overall,Overall,C1,T4,HC301,Crude,BOC01,OVR01,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),7.8,7.8,,,7.4,8.4,Gender,Male,C1,T4,HC301,Crude,BOC02,GEN01,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.1,3.1,,,3.0,3.3,Gender,Female,C1,T4,HC301,Crude,BOC02,GEN02,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.0,0.0,,,0.0,0.0,Age,18-24,C1,T4,HC301,Crude,BOC03,AGE01,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.0,1.0,,,1.0,1.1,Age,25-44,C1,T4,HC301,Crude,BOC03,AGE04,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),7.1,7.1,,,6.7,7.6,Age,45-64,C1,T4,HC301,Crude,BOC03,AGE05,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),6.8,6.8,,,6.4,7.2,Age,65+,C1,T4,HC301,Crude,BOC03,AGE06,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),6.2,6.2,,,5.9,6.6,Age,35+,C1,T4,HC301,Crude,BOC03,AGE07,59,
2007,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.9,5.9,,,5.6,6.2,Age,75+,C1,T4,HC301,Crude,BOC03,AGE08,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.8,4.8,,,4.5,5.1,Overall,Overall,C1,T4,HC301,Crude,BOC01,OVR01,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),7.5,7.5,,,7.1,8.0,Gender,Male,C1,T4,HC301,Crude,BOC02,GEN01,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.0,3.0,,,2.8,3.2,Gender,Female,C1,T4,HC301,Crude,BOC02,GEN02,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.0,0.0,,,0.0,0.0,Age,18-24,C1,T4,HC301,Crude,BOC03,AGE01,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.0,1.0,,,0.9,1.1,Age,25-44,C1,T4,HC301,Crude,BOC03,AGE04,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),6.7,6.7,,,6.3,7.1,Age,45-64,C1,T4,HC301,Crude,BOC03,AGE05,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),6.4,6.4,,,6.1,6.8,Age,65+,C1,T4,HC301,Crude,BOC03,AGE06,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.9,5.9,,,5.6,6.3,Age,35+,C1,T4,HC301,Crude,BOC03,AGE07,59,
2008,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.6,5.6,,,5.3,5.8,Age,75+,C1,T4,HC301,Crude,BOC03,AGE08,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.5,4.5,,,4.3,4.8,Overall,Overall,C1,T4,HC301,Crude,BOC01,OVR01,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),7.0,7.0,,,6.6,7.5,Gender,Male,C1,T4,HC301,Crude,BOC02,GEN01,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.9,2.9,,,2.7,3.1,Gender,Female,C1,T4,HC301,Crude,BOC02,GEN02,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.0,0.0,,,0.0,0.0,Age,18-24,C1,T4,HC301,Crude,BOC03,AGE01,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.9,0.9,,,0.9,1.0,Age,25-44,C1,T4,HC301,Crude,BOC03,AGE04,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),6.2,6.2,,,5.8,6.6,Age,45-64,C1,T4,HC301,Crude,BOC03,AGE05,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),6.1,6.1,,,5.8,6.5,Age,65+,C1,T4,HC301,Crude,BOC03,AGE06,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.6,5.6,,,5.3,6.0,Age,35+,C1,T4,HC301,Crude,BOC03,AGE07,59,
2009,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.4,5.4,,,5.1,5.6,Age,75+,C1,T4,HC301,Crude,BOC03,AGE08,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.9,3.9,,,3.7,4.1,Overall,Overall,C1,T4,HC301,Crude,BOC01,OVR01,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),6.0,6.0,,,5.6,6.3,Gender,Male,C1,T4,HC301,Crude,BOC02,GEN01,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.5,2.5,,,2.3,2.6,Gender,Female,C1,T4,HC301,Crude,BOC02,GEN02,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.0,0.0,,,0.0,0.0,Age,18-24,C1,T4,HC301,Crude,BOC03,AGE01,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.8,0.8,,,0.8,0.9,Age,25-44,C1,T4,HC301,Crude,BOC03,AGE04,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.3,5.3,,,5.0,5.6,Age,45-64,C1,T4,HC301,Crude,BOC03,AGE05,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.3,5.3,,,5.0,5.5,Age,65+,C1,T4,HC301,Crude,BOC03,AGE06,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.8,4.8,,,4.6,5.1,Age,35+,C1,T4,HC301,Crude,BOC03,AGE07,59,
2010,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.7,4.7,,,4.5,4.9,Age,75+,C1,T4,HC301,Crude,BOC03,AGE08,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.8,3.8,,,3.6,4.0,Overall,Overall,C1,T4,HC301,Crude,BOC01,OVR01,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.8,5.8,,,5.5,6.1,Gender,Male,C1,T4,HC301,Crude,BOC02,GEN01,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.4,2.4,,,2.3,2.5,Gender,Female,C1,T4,HC301,Crude,BOC02,GEN02,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.0,0.0,,,0.0,0.0,Age,18-24,C1,T4,HC301,Crude,BOC03,AGE01,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.8,0.8,,,0.7,0.9,Age,25-44,C1,T4,HC301,Crude,BOC03,AGE04,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.1,5.1,,,4.8,5.3,Age,45-64,C1,T4,HC301,Crude,BOC03,AGE05,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.0,5.0,,,4.8,5.3,Age,65+,C1,T4,HC301,Crude,BOC03,AGE06,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.6,4.6,,,4.4,4.9,Age,35+,C1,T4,HC301,Crude,BOC03,AGE07,59,
2011,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.5,4.5,,,4.3,4.6,Age,75+,C1,T4,HC301,Crude,BOC03,AGE08,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.8,3.8,,,3.7,3.9,Overall,Overall,C1,T4,HC301,Crude,BOC01,OVR01,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.8,5.8,,,5.6,6.0,Gender,Male,C1,T4,HC301,Crude,BOC02,GEN01,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.4,2.4,,,2.3,2.5,Gender,Female,C1,T4,HC301,Crude,BOC02,GEN02,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.0,0.0,,,0.0,0.0,Age,18-24,C1,T4,HC301,Crude,BOC03,AGE01,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.8,0.8,,,0.8,0.8,Age,25-44,C1,T4,HC301,Crude,BOC03,AGE04,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.1,5.1,,,4.9,5.2,Age,45-64,C1,T4,HC301,Crude,BOC03,AGE05,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.1,5.1,,,5.0,5.2,Age,65+,C1,T4,HC301,Crude,BOC03,AGE06,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.7,4.7,,,4.5,4.8,Age,35+,C1,T4,HC301,Crude,BOC03,AGE07,59,
2012,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.5,4.5,,,4.4,4.6,Age,75+,C1,T4,HC301,Crude,BOC03,AGE08,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.6,3.6,,,3.5,3.7,Overall,Overall,C1,T4,HC301,Crude,BOC01,OVR01,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),5.6,5.6,,,5.4,5.7,Gender,Male,C1,T4,HC301,Crude,BOC02,GEN01,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.2,2.2,,,2.2,2.3,Gender,Female,C1,T4,HC301,Crude,BOC02,GEN02,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.0,0.0,,,0.0,0.0,Age,18-24,C1,T4,HC301,Crude,BOC03,AGE01,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.8,0.8,,,0.7,0.8,Age,25-44,C1,T4,HC301,Crude,BOC03,AGE04,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.8,4.8,,,4.7,5.0,Age,45-64,C1,T4,HC301,Crude,BOC03,AGE05,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.8,4.8,,,4.7,5.0,Age,65+,C1,T4,HC301,Crude,BOC03,AGE06,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.5,4.5,,,4.3,4.6,Age,35+,C1,T4,HC301,Crude,BOC03,AGE07,59,
2013,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of coronary heart disease hospitalizations among all hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.3,4.3,,,4.2,4.4,Age,75+,C1,T4,HC301,Crude,BOC03,AGE08,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.0,3.0,,,2.8,3.1,Overall,Overall,C1,T4,HC303,Crude,BOC01,OVR01,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.5,2.5,,,2.4,2.6,Gender,Male,C1,T4,HC303,Crude,BOC02,GEN01,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.7,3.7,,,3.5,3.8,Gender,Female,C1,T4,HC303,Crude,BOC02,GEN02,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by AHRQ standards: (standard error/estimate>0.30)],,,Age,18-24,C1,T4,HC303,Crude,BOC03,AGE01,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),0.8,0.8,,,0.7,0.9,Age,25-44,C1,T4,HC303,Crude,BOC03,AGE04,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),1.1,1.1,,,1.0,1.2,Age,45-64,C1,T4,HC303,Crude,BOC03,AGE05,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),4.4,4.4,,,4.2,4.6,Age,65+,C1,T4,HC303,Crude,BOC03,AGE06,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.0,3.0,,,2.8,3.1,Age,35+,C1,T4,HC303,Crude,BOC03,AGE07,59,
2004,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),6.1,6.1,,,5.9,6.4,Age,75+,C1,T4,HC303,Crude,BOC03,AGE08,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.8,2.8,,,2.7,3.0,Overall,Overall,C1,T4,HC303,Crude,BOC01,OVR01,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),2.4,2.4,,,2.3,2.5,Gender,Male,C1,T4,HC303,Crude,BOC02,GEN01,59,
2005,US,United States,HCUP,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,"Prevalence of in-hospital mortality among coronary heart disease hospitalizations, US adults (18+); HCUP-NIS",Crude,Percent (%),3.5,3.5,,,3.4,3.7,Gender,Female,C1,T4,HC303,Crude,BOC02,GEN02,59,
